"age_yrs","age_of_onset","Condition","log_frequency","ACC","rt","PartID","ItemID"
24,19,"Simple",2.6,0,548,"41","025"
35,32,"Simple",2.6,1,1008,"42","025"
22,19,"Simple",2.6,0,587,"43","025"
31,26,"Simple",2.6,1,921,"44","025"
27,23,"Simple",2.6,1,864,"45","025"
24,20,"Simple",2.6,1,655,"46","025"
19,17,"Simple",2.6,0,525,"47","025"
20,18,"Simple",2.6,0,738,"48","025"
25,21,"Simple",2.6,1,1125,"49","025"
36,34,"Simple",2.6,0,495,"50","025"
22,18,"Simple",5.9,1,536,"01","026"
36,34,"Simple",5.9,0,460,"02","026"
26,23,"Simple",5.9,1,407,"03","026"
25,23,"Simple",5.9,1,620,"04","026"
31,25,"Simple",5.9,1,478,"05","026"
31,29,"Simple",5.9,1,465,"06","026"
21,18,"Simple",5.9,1,561,"07","026"
24,22,"Simple",5.9,0,450,"08","026"
31,30,"Simple",5.9,1,566,"09","026"
32,29,"Simple",5.9,0,488,"10","026"
29,24,"Simple",5.9,1,582,"11","026"
29,27,"Simple",5.9,0,583,"12","026"
30,28,"Simple",5.9,0,507,"13","026"
30,28,"Simple",5.9,1,457,"14","026"
37,36,"Simple",5.9,1,567,"15","026"
36,32,"Simple",5.9,1,738,"16","026"
20,16,"Simple",5.9,1,473,"17","026"
33,31,"Simple",5.9,1,461,"18","026"
38,36,"Simple",5.9,0,423,"19","026"
24,22,"Simple",5.9,1,793,"20","026"
23,21,"Simple",5.9,0,459,"21","026"
18,15,"Simple",5.9,1,603,"22","026"
21,13,"Simple",5.9,1,641,"23","026"
20,19,"Simple",5.9,0,727,"24","026"
23,21,"Simple",5.9,1,512,"25","026"
35,33,"Simple",5.9,1,490,"26","026"
31,28,"Simple",5.9,1,386,"27","026"
38,36,"Simple",5.9,0,637,"28","026"
30,27,"Simple",5.9,1,448,"29","026"
35,32,"Simple",5.9,0,390,"30","026"
26,22,"Simple",5.9,1,415,"31","026"
26,24,"Simple",5.9,0,495,"32","026"
22,20,"Simple",5.9,1,608,"33","026"
28,26,"Simple",5.9,1,529,"34","026"
24,20,"Simple",5.9,0,551,"35","026"
25,23,"Simple",5.9,0,443,"36","026"
38,37,"Simple",5.9,1,615,"37","026"
22,19,"Simple",5.9,1,596,"38","026"
31,25,"Simple",5.9,1,450,"39","026"
23,20,"Simple",5.9,1,585,"40","026"
24,19,"Simple",5.9,1,442,"41","026"
35,32,"Simple",5.9,1,576,"42","026"
22,19,"Simple",5.9,1,486,"43","026"
31,26,"Simple",5.9,1,614,"44","026"
27,23,"Simple",5.9,1,580,"45","026"
24,20,"Simple",5.9,1,507,"46","026"
19,17,"Simple",5.9,0,418,"47","026"
20,18,"Simple",5.9,1,480,"48","026"
25,21,"Simple",5.9,1,586,"49","026"
36,34,"Simple",5.9,0,474,"50","026"
22,18,"Complex",4.8,0,914,"01","027"
36,34,"Complex",4.8,0,724,"02","027"
26,23,"Complex",4.8,1,714,"03","027"
25,23,"Complex",4.8,1,921,"04","027"
31,25,"Complex",4.8,0,614,"05","027"
31,29,"Complex",4.8,0,605,"06","027"
21,18,"Complex",4.8,1,869,"07","027"
24,22,"Complex",4.8,0,590,"08","027"
31,30,"Complex",4.8,1,630,"09","027"
32,29,"Complex",4.8,1,781,"10","027"
29,24,"Complex",4.8,1,584,"11","027"
29,27,"Complex",4.8,1,858,"12","027"
30,28,"Complex",4.8,1,639,"13","027"
30,28,"Complex",4.8,1,621,"14","027"
37,36,"Complex",4.8,1,708,"15","027"
36,32,"Complex",4.8,1,964,"16","027"
20,16,"Complex",4.8,0,475,"17","027"
33,31,"Complex",4.8,0,505,"18","027"
38,36,"Complex",4.8,0,845,"19","027"
24,22,"Complex",4.8,1,1135,"20","027"
23,21,"Complex",4.8,0,657,"21","027"
18,15,"Complex",4.8,1,864,"22","027"
21,13,"Complex",4.8,1,951,"23","027"
20,19,"Complex",4.8,1,748,"24","027"
23,21,"Complex",4.8,0,570,"25","027"
35,33,"Complex",4.8,1,641,"26","027"
31,28,"Complex",4.8,0,485,"27","027"
38,36,"Complex",4.8,1,602,"28","027"
30,27,"Complex",4.8,0,606,"29","027"
35,32,"Complex",4.8,0,570,"30","027"
26,22,"Complex",4.8,0,532,"31","027"
26,24,"Complex",4.8,0,514,"32","027"
22,20,"Complex",4.8,1,616,"33","027"
28,26,"Complex",4.8,1,489,"34","027"
24,20,"Complex",4.8,0,598,"35","027"
25,23,"Complex",4.8,1,541,"36","027"
38,37,"Complex",4.8,1,901,"37","027"
22,19,"Complex",4.8,0,1131,"38","027"
31,25,"Complex",4.8,0,474,"39","027"
23,20,"Complex",4.8,1,739,"40","027"
24,19,"Complex",4.8,1,603,"41","027"
35,32,"Complex",4.8,1,828,"42","027"
22,19,"Complex",4.8,1,885,"43","027"
31,26,"Complex",4.8,1,1085,"44","027"
27,23,"Complex",4.8,1,554,"45","027"
24,20,"Complex",4.8,1,709,"46","027"
19,17,"Complex",4.8,0,438,"47","027"
20,18,"Complex",4.8,1,790,"48","027"
25,21,"Complex",4.8,1,924,"49","027"
36,34,"Complex",4.8,1,578,"50","027"
22,18,"Complex",4.5,1,1101,"01","028"
36,34,"Complex",4.5,1,697,"02","028"
26,23,"Complex",4.5,1,542,"03","028"
25,23,"Complex",4.5,1,1144,"04","028"
31,25,"Complex",4.5,1,736,"05","028"
31,29,"Complex",4.5,1,870,"06","028"
21,18,"Complex",4.5,0,843,"07","028"
24,22,"Complex",4.5,0,776,"08","028"
31,30,"Complex",4.5,0,671,"09","028"
32,29,"Complex",4.5,1,722,"10","028"
29,24,"Complex",4.5,1,777,"11","028"
29,27,"Complex",4.5,1,989,"12","028"
30,28,"Complex",4.5,1,677,"13","028"
30,28,"Complex",4.5,1,894,"14","028"
37,36,"Complex",4.5,1,883,"15","028"
36,32,"Complex",4.5,1,1168,"16","028"
20,16,"Complex",4.5,1,844,"17","028"
33,31,"Complex",4.5,0,771,"18","028"
38,36,"Complex",4.5,0,731,"19","028"
24,22,"Complex",4.5,1,1674,"20","028"
23,21,"Complex",4.5,1,645,"21","028"
18,15,"Complex",4.5,1,944,"22","028"
21,13,"Complex",4.5,1,851,"23","028"
20,19,"Complex",4.5,1,1199,"24","028"
23,21,"Complex",4.5,0,703,"25","028"
35,33,"Complex",4.5,1,808,"26","028"
31,28,"Complex",4.5,0,726,"27","028"
38,36,"Complex",4.5,0,631,"28","028"
30,27,"Complex",4.5,0,613,"29","028"
35,32,"Complex",4.5,1,573,"30","028"
26,22,"Complex",4.5,1,589,"31","028"
26,24,"Complex",4.5,0,967,"32","028"
22,20,"Complex",4.5,1,1093,"33","028"
28,26,"Complex",4.5,1,622,"34","028"
24,20,"Complex",4.5,1,767,"35","028"
25,23,"Complex",4.5,1,641,"36","028"
38,37,"Complex",4.5,1,980,"37","028"
22,19,"Complex",4.5,1,952,"38","028"
31,25,"Complex",4.5,1,880,"39","028"
23,20,"Complex",4.5,1,730,"40","028"
24,19,"Complex",4.5,1,671,"41","028"
35,32,"Complex",4.5,1,1149,"42","028"
22,19,"Complex",4.5,0,670,"43","028"
31,26,"Complex",4.5,1,1047,"44","028"
27,23,"Complex",4.5,1,845,"45","028"
24,20,"Complex",4.5,0,801,"46","028"
19,17,"Complex",4.5,0,458,"47","028"
20,18,"Complex",4.5,1,636,"48","028"
25,21,"Complex",4.5,1,634,"49","028"
36,34,"Complex",4.5,1,814,"50","028"
22,18,"Simple",2.1,1,893,"01","029"
36,34,"Simple",2.1,0,511,"02","029"
26,23,"Simple",2.1,0,723,"03","029"
25,23,"Simple",2.1,0,649,"04","029"
31,25,"Simple",2.1,1,423,"05","029"
31,29,"Simple",2.1,1,588,"06","029"
21,18,"Simple",2.1,0,840,"07","029"
24,22,"Simple",2.1,0,529,"08","029"
31,30,"Simple",2.1,0,725,"09","029"
32,29,"Simple",2.1,1,488,"10","029"
29,24,"Simple",2.1,1,1054,"11","029"
29,27,"Simple",2.1,0,694,"12","029"
30,28,"Simple",2.1,0,735,"13","029"
30,28,"Simple",2.1,1,776,"14","029"
37,36,"Simple",2.1,0,652,"15","029"
36,32,"Simple",2.1,1,1010,"16","029"
20,16,"Simple",2.1,1,551,"17","029"
33,31,"Simple",2.1,0,609,"18","029"
38,36,"Simple",2.1,1,925,"19","029"
24,22,"Simple",2.1,0,695,"20","029"
23,21,"Simple",2.1,1,731,"21","029"
18,15,"Simple",2.1,1,841,"22","029"
21,13,"Simple",2.1,1,811,"23","029"
20,19,"Simple",2.1,1,969,"24","029"
23,21,"Simple",2.1,0,594,"25","029"
35,33,"Simple",2.1,1,683,"26","029"
31,28,"Simple",2.1,0,452,"27","029"
38,36,"Simple",2.1,1,928,"28","029"
30,27,"Simple",2.1,0,515,"29","029"
35,32,"Simple",2.1,0,548,"30","029"
26,22,"Simple",2.1,0,448,"31","029"
26,24,"Simple",2.1,0,565,"32","029"
22,20,"Simple",2.1,0,1112,"33","029"
28,26,"Simple",2.1,1,685,"34","029"
24,20,"Simple",2.1,1,512,"35","029"
25,23,"Simple",2.1,0,566,"36","029"
38,37,"Simple",2.1,0,1041,"37","029"
22,19,"Simple",2.1,0,745,"38","029"
31,25,"Simple",2.1,0,751,"39","029"
23,20,"Simple",2.1,1,1068,"40","029"
24,19,"Simple",2.1,1,429,"41","029"
35,32,"Simple",2.1,1,1103,"42","029"
22,19,"Simple",2.1,1,831,"43","029"
31,26,"Simple",2.1,1,1013,"44","029"
27,23,"Simple",2.1,0,904,"45","029"
24,20,"Simple",2.1,1,907,"46","029"
19,17,"Simple",2.1,0,476,"47","029"
20,18,"Simple",2.1,1,537,"48","029"
25,21,"Simple",2.1,0,1047,"49","029"
36,34,"Simple",2.1,0,563,"50","029"
22,18,"Simple",2.3,1,794,"01","030"
36,34,"Simple",2.3,1,888,"02","030"
26,23,"Simple",2.3,0,1098,"03","030"
25,23,"Simple",2.3,1,709,"04","030"
31,25,"Simple",2.3,1,546,"05","030"
31,29,"Simple",2.3,1,426,"06","030"
21,18,"Simple",2.3,1,808,"07","030"
24,22,"Simple",2.3,0,522,"08","030"
31,30,"Simple",2.3,0,573,"09","030"
32,29,"Simple",2.3,1,643,"10","030"
29,24,"Simple",2.3,1,606,"11","030"
29,27,"Simple",2.3,0,650,"12","030"
30,28,"Simple",2.3,0,585,"13","030"
30,28,"Simple",2.3,1,610,"14","030"
37,36,"Simple",2.3,1,761,"15","030"
36,32,"Simple",2.3,1,689,"16","030"
20,16,"Simple",2.3,0,477,"17","030"
33,31,"Simple",2.3,0,628,"18","030"
38,36,"Simple",2.3,0,489,"19","030"
24,22,"Simple",2.3,1,614,"20","030"
23,21,"Simple",2.3,0,409,"21","030"
18,15,"Simple",2.3,1,553,"22","030"
21,13,"Simple",2.3,1,674,"23","030"
20,19,"Simple",2.3,1,890,"24","030"
23,21,"Simple",2.3,1,587,"25","030"
35,33,"Simple",2.3,1,609,"26","030"
31,28,"Simple",2.3,0,579,"27","030"
38,36,"Simple",2.3,0,632,"28","030"
30,27,"Simple",2.3,0,632,"29","030"
35,32,"Simple",2.3,0,430,"30","030"
26,22,"Simple",2.3,1,485,"31","030"
26,24,"Simple",2.3,0,705,"32","030"
22,20,"Simple",2.3,0,679,"33","030"
28,26,"Simple",2.3,0,578,"34","030"
24,20,"Simple",2.3,1,831,"35","030"
25,23,"Simple",2.3,1,655,"36","030"
38,37,"Simple",2.3,0,700,"37","030"
22,19,"Simple",2.3,0,818,"38","030"
31,25,"Simple",2.3,0,610,"39","030"
23,20,"Simple",2.3,1,875,"40","030"
24,19,"Simple",2.3,1,433,"41","030"
35,32,"Simple",2.3,1,763,"42","030"
22,19,"Simple",2.3,1,595,"43","030"
31,26,"Simple",2.3,1,610,"44","030"
27,23,"Simple",2.3,1,500,"45","030"
24,20,"Simple",2.3,1,741,"46","030"
19,17,"Simple",2.3,0,375,"47","030"
20,18,"Simple",2.3,0,455,"48","030"
25,21,"Simple",2.3,1,497,"49","030"
36,34,"Simple",2.3,0,489,"50","030"
22,18,"Simple",4.3,1,642,"01","031"
36,34,"Simple",4.3,0,502,"02","031"
26,23,"Simple",4.3,1,576,"03","031"
25,23,"Simple",4.3,1,710,"04","031"
31,25,"Simple",4.3,1,450,"05","031"
31,29,"Simple",4.3,0,551,"06","031"
21,18,"Simple",4.3,1,527,"07","031"
24,22,"Simple",4.3,0,489,"08","031"
31,30,"Simple",4.3,1,531,"09","031"
32,29,"Simple",4.3,1,596,"10","031"
29,24,"Simple",4.3,1,636,"11","031"
29,27,"Simple",4.3,1,669,"12","031"
30,28,"Simple",4.3,1,647,"13","031"
30,28,"Simple",4.3,0,580,"14","031"
37,36,"Simple",4.3,0,614,"15","031"
36,32,"Simple",4.3,1,707,"16","031"
20,16,"Simple",4.3,1,569,"17","031"
33,31,"Simple",4.3,1,470,"18","031"
38,36,"Simple",4.3,0,585,"19","031"
24,22,"Simple",4.3,1,1247,"20","031"
23,21,"Simple",4.3,1,500,"21","031"
18,15,"Simple",4.3,0,496,"22","031"
21,13,"Simple",4.3,1,528,"23","031"
20,19,"Simple",4.3,0,572,"24","031"
23,21,"Simple",4.3,0,604,"25","031"
35,33,"Simple",4.3,0,839,"26","031"
31,28,"Simple",4.3,0,441,"27","031"
38,36,"Simple",4.3,1,677,"28","031"
30,27,"Simple",4.3,0,511,"29","031"
35,32,"Simple",4.3,1,562,"30","031"
26,22,"Simple",4.3,0,517,"31","031"
26,24,"Simple",4.3,0,455,"32","031"
22,20,"Simple",4.3,1,739,"33","031"
28,26,"Simple",4.3,0,555,"34","031"
24,20,"Simple",4.3,1,534,"35","031"
25,23,"Simple",4.3,1,485,"36","031"
38,37,"Simple",4.3,0,779,"37","031"
22,19,"Simple",4.3,1,765,"38","031"
31,25,"Simple",4.3,0,467,"39","031"
23,20,"Simple",4.3,1,588,"40","031"
24,19,"Simple",4.3,1,447,"41","031"
35,32,"Simple",4.3,1,774,"42","031"
22,19,"Simple",4.3,1,628,"43","031"
31,26,"Simple",4.3,1,709,"44","031"
27,23,"Simple",4.3,1,639,"45","031"
24,20,"Simple",4.3,0,814,"46","031"
19,17,"Simple",4.3,1,371,"47","031"
20,18,"Simple",4.3,0,460,"48","031"
25,21,"Simple",4.3,1,533,"49","031"
36,34,"Simple",4.3,1,530,"50","031"
22,18,"Complex",4.1,1,679,"01","032"
36,34,"Complex",4.1,1,907,"02","032"
26,23,"Complex",4.1,1,799,"03","032"
25,23,"Complex",4.1,1,1225,"04","032"
31,25,"Complex",4.1,0,501,"05","032"
31,29,"Complex",4.1,1,499,"06","032"
21,18,"Complex",4.1,1,1068,"07","032"
24,22,"Complex",4.1,0,522,"08","032"
31,30,"Complex",4.1,1,808,"09","032"
32,29,"Complex",4.1,0,632,"10","032"
29,24,"Complex",4.1,1,564,"11","032"
29,27,"Complex",4.1,1,802,"12","032"
30,28,"Complex",4.1,1,506,"13","032"
30,28,"Complex",4.1,1,643,"14","032"
37,36,"Complex",4.1,0,796,"15","032"
36,32,"Complex",4.1,1,1260,"16","032"
20,16,"Complex",4.1,1,690,"17","032"
33,31,"Complex",4.1,1,478,"18","032"
38,36,"Complex",4.1,1,581,"19","032"
24,22,"Complex",4.1,1,1587,"20","032"
23,21,"Complex",4.1,1,681,"21","032"
18,15,"Complex",4.1,1,893,"22","032"
21,13,"Complex",4.1,1,725,"23","032"
20,19,"Complex",4.1,0,997,"24","032"
23,21,"Complex",4.1,0,740,"25","032"
35,33,"Complex",4.1,1,645,"26","032"
31,28,"Complex",4.1,0,539,"27","032"
38,36,"Complex",4.1,0,916,"28","032"
30,27,"Complex",4.1,0,652,"29","032"
35,32,"Complex",4.1,0,551,"30","032"
26,22,"Complex",4.1,0,493,"31","032"
26,24,"Complex",4.1,0,698,"32","032"
22,20,"Complex",4.1,1,933,"33","032"
28,26,"Complex",4.1,0,686,"34","032"
24,20,"Complex",4.1,1,653,"35","032"
25,23,"Complex",4.1,0,760,"36","032"
38,37,"Complex",4.1,0,935,"37","032"
22,19,"Complex",4.1,1,1017,"38","032"
31,25,"Complex",4.1,0,770,"39","032"
23,20,"Complex",4.1,1,792,"40","032"
24,19,"Complex",4.1,0,502,"41","032"
35,32,"Complex",4.1,1,1078,"42","032"
22,19,"Complex",4.1,1,984,"43","032"
31,26,"Complex",4.1,1,655,"44","032"
27,23,"Complex",4.1,1,879,"45","032"
24,20,"Complex",4.1,1,570,"46","032"
19,17,"Complex",4.1,0,510,"47","032"
20,18,"Complex",4.1,1,579,"48","032"
25,21,"Complex",4.1,1,962,"49","032"
36,34,"Complex",4.1,0,670,"50","032"
22,18,"Simple",2.3,1,1049,"01","033"
36,34,"Simple",2.3,0,1005,"02","033"
26,23,"Simple",2.3,1,520,"03","033"
25,23,"Simple",2.3,1,1197,"04","033"
31,25,"Simple",2.3,1,525,"05","033"
31,29,"Simple",2.3,1,547,"06","033"
21,18,"Simple",2.3,1,1001,"07","033"
24,22,"Simple",2.3,0,585,"08","033"
31,30,"Simple",2.3,1,821,"09","033"
32,29,"Simple",2.3,0,836,"10","033"
29,24,"Simple",2.3,1,826,"11","033"
29,27,"Simple",2.3,1,788,"12","033"
30,28,"Simple",2.3,1,794,"13","033"
30,28,"Simple",2.3,0,915,"14","033"
37,36,"Simple",2.3,1,676,"15","033"
36,32,"Simple",2.3,1,942,"16","033"
20,16,"Simple",2.3,1,634,"17","033"
33,31,"Simple",2.3,0,694,"18","033"
38,36,"Simple",2.3,1,832,"19","033"
24,22,"Simple",2.3,1,992,"20","033"
23,21,"Simple",2.3,0,737,"21","033"
18,15,"Simple",2.3,1,1009,"22","033"
21,13,"Simple",2.3,1,969,"23","033"
20,19,"Simple",2.3,1,1103,"24","033"
23,21,"Simple",2.3,0,684,"25","033"
35,33,"Simple",2.3,1,859,"26","033"
31,28,"Simple",2.3,1,541,"27","033"
38,36,"Simple",2.3,1,688,"28","033"
30,27,"Simple",2.3,1,517,"29","033"
35,32,"Simple",2.3,1,475,"30","033"
26,22,"Simple",2.3,1,601,"31","033"
26,24,"Simple",2.3,0,481,"32","033"
22,20,"Simple",2.3,1,804,"33","033"
28,26,"Simple",2.3,1,683,"34","033"
24,20,"Simple",2.3,1,533,"35","033"
25,23,"Simple",2.3,1,641,"36","033"
38,37,"Simple",2.3,1,939,"37","033"
22,19,"Simple",2.3,1,632,"38","033"
31,25,"Simple",2.3,1,590,"39","033"
23,20,"Simple",2.3,1,1171,"40","033"
24,19,"Simple",2.3,1,522,"41","033"
35,32,"Simple",2.3,1,1037,"42","033"
22,19,"Simple",2.3,1,787,"43","033"
31,26,"Simple",2.3,1,769,"44","033"
27,23,"Simple",2.3,1,707,"45","033"
24,20,"Simple",2.3,1,696,"46","033"
19,17,"Simple",2.3,0,464,"47","033"
20,18,"Simple",2.3,0,602,"48","033"
25,21,"Simple",2.3,1,786,"49","033"
36,34,"Simple",2.3,1,668,"50","033"
22,18,"Simple",3.6,1,792,"01","034"
36,34,"Simple",3.6,1,994,"02","034"
26,23,"Simple",3.6,1,715,"03","034"
25,23,"Simple",3.6,1,888,"04","034"
31,25,"Simple",3.6,1,512,"05","034"
31,29,"Simple",3.6,1,661,"06","034"
21,18,"Simple",3.6,1,1283,"07","034"
24,22,"Simple",3.6,0,637,"08","034"
31,30,"Simple",3.6,1,960,"09","034"
32,29,"Simple",3.6,1,1126,"10","034"
29,24,"Simple",3.6,1,756,"11","034"
29,27,"Simple",3.6,1,1059,"12","034"
30,28,"Simple",3.6,1,1091,"13","034"
30,28,"Simple",3.6,1,777,"14","034"
37,36,"Simple",3.6,1,1263,"15","034"
36,32,"Simple",3.6,1,736,"16","034"
20,16,"Simple",3.6,1,939,"17","034"
33,31,"Simple",3.6,1,622,"18","034"
38,36,"Simple",3.6,1,743,"19","034"
24,22,"Simple",3.6,1,1532,"20","034"
23,21,"Simple",3.6,1,850,"21","034"
18,15,"Simple",3.6,1,546,"22","034"
21,13,"Simple",3.6,1,1296,"23","034"
20,19,"Simple",3.6,1,1319,"24","034"
23,21,"Simple",3.6,1,652,"25","034"
35,33,"Simple",3.6,1,1023,"26","034"
31,28,"Simple",3.6,1,524,"27","034"
38,36,"Simple",3.6,1,1000,"28","034"
30,27,"Simple",3.6,1,857,"29","034"
35,32,"Simple",3.6,1,867,"30","034"
26,22,"Simple",3.6,1,805,"31","034"
26,24,"Simple",3.6,1,548,"32","034"
22,20,"Simple",3.6,1,1031,"33","034"
28,26,"Simple",3.6,1,687,"34","034"
24,20,"Simple",3.6,1,691,"35","034"
25,23,"Simple",3.6,1,850,"36","034"
38,37,"Simple",3.6,1,1561,"37","034"
22,19,"Simple",3.6,1,1216,"38","034"
31,25,"Simple",3.6,1,584,"39","034"
23,20,"Simple",3.6,1,1052,"40","034"
24,19,"Simple",3.6,1,659,"41","034"
35,32,"Simple",3.6,1,1141,"42","034"
22,19,"Simple",3.6,1,1226,"43","034"
31,26,"Simple",3.6,1,1155,"44","034"
27,23,"Simple",3.6,1,806,"45","034"
24,20,"Simple",3.6,1,682,"46","034"
19,17,"Simple",3.6,0,443,"47","034"
20,18,"Simple",3.6,1,749,"48","034"
25,21,"Simple",3.6,1,904,"49","034"
36,34,"Simple",3.6,1,704,"50","034"
22,18,"Simple",1.2,0,849,"01","035"
36,34,"Simple",1.2,0,732,"02","035"
26,23,"Simple",1.2,1,815,"03","035"
25,23,"Simple",1.2,1,1571,"04","035"
31,25,"Simple",1.2,0,480,"05","035"
31,29,"Simple",1.2,0,799,"06","035"
21,18,"Simple",1.2,1,623,"07","035"
24,22,"Simple",1.2,0,455,"08","035"
31,30,"Simple",1.2,0,692,"09","035"
32,29,"Simple",1.2,0,524,"10","035"
29,24,"Simple",1.2,1,665,"11","035"
29,27,"Simple",1.2,1,1139,"12","035"
30,28,"Simple",1.2,0,710,"13","035"
30,28,"Simple",1.2,1,709,"14","035"
37,36,"Simple",1.2,0,580,"15","035"
36,32,"Simple",1.2,1,729,"16","035"
20,16,"Simple",1.2,0,621,"17","035"
33,31,"Simple",1.2,0,404,"18","035"
38,36,"Simple",1.2,0,449,"19","035"
24,22,"Simple",1.2,1,790,"20","035"
23,21,"Simple",1.2,0,613,"21","035"
18,15,"Simple",1.2,0,495,"22","035"
21,13,"Simple",1.2,1,599,"23","035"
20,19,"Simple",1.2,0,774,"24","035"
23,21,"Simple",1.2,0,604,"25","035"
35,33,"Simple",1.2,0,1015,"26","035"
31,28,"Simple",1.2,0,475,"27","035"
38,36,"Simple",1.2,0,533,"28","035"
30,27,"Simple",1.2,0,727,"29","035"
35,32,"Simple",1.2,0,544,"30","035"
26,22,"Simple",1.2,1,507,"31","035"
26,24,"Simple",1.2,0,542,"32","035"
22,20,"Simple",1.2,0,723,"33","035"
28,26,"Simple",1.2,0,539,"34","035"
24,20,"Simple",1.2,0,790,"35","035"
25,23,"Simple",1.2,0,574,"36","035"
38,37,"Simple",1.2,0,1106,"37","035"
22,19,"Simple",1.2,1,601,"38","035"
31,25,"Simple",1.2,1,564,"39","035"
23,20,"Simple",1.2,1,1034,"40","035"
24,19,"Simple",1.2,0,540,"41","035"
35,32,"Simple",1.2,1,868,"42","035"
22,19,"Simple",1.2,1,551,"43","035"
31,26,"Simple",1.2,0,811,"44","035"
27,23,"Simple",1.2,1,838,"45","035"
24,20,"Simple",1.2,0,1204,"46","035"
19,17,"Simple",1.2,0,710,"47","035"
20,18,"Simple",1.2,0,756,"48","035"
25,21,"Simple",1.2,1,794,"49","035"
36,34,"Simple",1.2,1,753,"50","035"
22,18,"Simple",3.4,1,677,"01","036"
36,34,"Simple",3.4,1,764,"02","036"
26,23,"Simple",3.4,1,580,"03","036"
25,23,"Simple",3.4,1,1007,"04","036"
31,25,"Simple",3.4,1,569,"05","036"
31,29,"Simple",3.4,0,893,"06","036"
21,18,"Simple",3.4,1,1242,"07","036"
24,22,"Simple",3.4,1,457,"08","036"
31,30,"Simple",3.4,1,717,"09","036"
32,29,"Simple",3.4,1,783,"10","036"
29,24,"Simple",3.4,1,496,"11","036"
29,27,"Simple",3.4,1,887,"12","036"
30,28,"Simple",3.4,1,651,"13","036"
30,28,"Simple",3.4,1,585,"14","036"
37,36,"Simple",3.4,1,966,"15","036"
36,32,"Simple",3.4,1,599,"16","036"
20,16,"Simple",3.4,1,836,"17","036"
33,31,"Simple",3.4,0,504,"18","036"
38,36,"Simple",3.4,1,613,"19","036"
24,22,"Simple",3.4,1,979,"20","036"
23,21,"Simple",3.4,1,570,"21","036"
18,15,"Simple",3.4,1,616,"22","036"
21,13,"Simple",3.4,1,603,"23","036"
20,19,"Simple",3.4,0,824,"24","036"
23,21,"Simple",3.4,0,718,"25","036"
35,33,"Simple",3.4,0,691,"26","036"
31,28,"Simple",3.4,0,592,"27","036"
38,36,"Simple",3.4,1,673,"28","036"
30,27,"Simple",3.4,1,669,"29","036"
35,32,"Simple",3.4,0,437,"30","036"
26,22,"Simple",3.4,0,478,"31","036"
26,24,"Simple",3.4,0,561,"32","036"
22,20,"Simple",3.4,1,980,"33","036"
28,26,"Simple",3.4,1,913,"34","036"
24,20,"Simple",3.4,1,460,"35","036"
25,23,"Simple",3.4,0,617,"36","036"
38,37,"Simple",3.4,1,559,"37","036"
22,19,"Simple",3.4,1,655,"38","036"
31,25,"Simple",3.4,1,520,"39","036"
23,20,"Simple",3.4,1,907,"40","036"
24,19,"Simple",3.4,1,528,"41","036"
35,32,"Simple",3.4,1,787,"42","036"
22,19,"Simple",3.4,1,1074,"43","036"
31,26,"Simple",3.4,1,804,"44","036"
27,23,"Simple",3.4,1,636,"45","036"
24,20,"Simple",3.4,1,669,"46","036"
19,17,"Simple",3.4,0,440,"47","036"
20,18,"Simple",3.4,0,596,"48","036"
25,21,"Simple",3.4,1,666,"49","036"
36,34,"Simple",3.4,1,634,"50","036"
22,18,"Complex",5.4,1,622,"01","037"
36,34,"Complex",5.4,1,550,"02","037"
26,23,"Complex",5.4,1,592,"03","037"
25,23,"Complex",5.4,1,948,"04","037"
31,25,"Complex",5.4,0,497,"05","037"
31,29,"Complex",5.4,1,505,"06","037"
21,18,"Complex",5.4,0,708,"07","037"
24,22,"Complex",5.4,0,474,"08","037"
31,30,"Complex",5.4,1,564,"09","037"
32,29,"Complex",5.4,0,666,"10","037"
29,24,"Complex",5.4,1,813,"11","037"
29,27,"Complex",5.4,1,625,"12","037"
30,28,"Complex",5.4,0,663,"13","037"
30,28,"Complex",5.4,1,937,"14","037"
37,36,"Complex",5.4,0,638,"15","037"
36,32,"Complex",5.4,1,656,"16","037"
20,16,"Complex",5.4,0,538,"17","037"
33,31,"Complex",5.4,1,478,"18","037"
38,36,"Complex",5.4,1,602,"19","037"
24,22,"Complex",5.4,1,664,"20","037"
23,21,"Complex",5.4,1,628,"21","037"
18,15,"Complex",5.4,1,766,"22","037"
21,13,"Complex",5.4,1,721,"23","037"
20,19,"Complex",5.4,1,896,"24","037"
23,21,"Complex",5.4,0,661,"25","037"
35,33,"Complex",5.4,0,651,"26","037"
31,28,"Complex",5.4,0,432,"27","037"
38,36,"Complex",5.4,1,487,"28","037"
30,27,"Complex",5.4,1,495,"29","037"
35,32,"Complex",5.4,0,508,"30","037"
26,22,"Complex",5.4,1,436,"31","037"
26,24,"Complex",5.4,0,629,"32","037"
22,20,"Complex",5.4,1,594,"33","037"
28,26,"Complex",5.4,1,491,"34","037"
24,20,"Complex",5.4,1,422,"35","037"
25,23,"Complex",5.4,0,453,"36","037"
38,37,"Complex",5.4,0,800,"37","037"
22,19,"Complex",5.4,1,698,"38","037"
31,25,"Complex",5.4,1,552,"39","037"
23,20,"Complex",5.4,1,652,"40","037"
24,19,"Complex",5.4,0,548,"41","037"
35,32,"Complex",5.4,1,557,"42","037"
22,19,"Complex",5.4,1,603,"43","037"
31,26,"Complex",5.4,1,514,"44","037"
